"DATE"	"PAYEE"	"EXPENDITURE CODE"	"DESCRIPTION"	"AMOUNT"
"03/16/2018"	"EMC RESEARCH"	""	"RESEARCH"	"$45,000.00"
"03/19/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"CAMPAIGN CONSULTANTS"	""	"$28,000.00"
"03/14/2018"	"KOENIG CONSULTING, LLC"	"CAMPAIGN CONSULTANTS"	""	"$26,250.00"
"03/16/2018"	"KMA CONSULTING"	"CAMPAIGN CONSULTANTS"	""	"$20,000.00"
"05/21/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"CAMPAIGN CONSULTANTS"	""	"$14,000.00"
"04/25/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"CAMPAIGN CONSULTANTS"	""	"$14,000.00"
"05/30/2018"	"TRILOGY INTERACTIVE, LLC"	"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)"	""	"$12,399.13"
"05/03/2018"	"KMA CONSULTING"	"CAMPAIGN CONSULTANTS"	""	"$10,000.00"
"06/11/2018"	"KMA CONSULTING"	"CAMPAIGN CONSULTANTS"	""	"$10,000.00"
"04/09/2018"	"KMA CONSULTING"	"CAMPAIGN CONSULTANTS"	""	"$10,000.00"
"03/16/2018"	"TRILOGY INTERACTIVE, LLC"	"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)"	""	"$9,000.00"
"03/14/2018"	"PASCHAL ROTH PUBLIC AFFAIRS"	"CAMPAIGN CONSULTANTS"	""	"$8,750.00"
"06/11/2018"	"PASCHAL ROTH PUBLIC AFFAIRS"	"CAMPAIGN CONSULTANTS"	""	"$8,750.00"
"04/04/2018"	"KOENIG CONSULTING, LLC"	"CAMPAIGN CONSULTANTS"	""	"$8,750.00"
"05/07/2018"	"PASCHAL ROTH PUBLIC AFFAIRS"	"CAMPAIGN CONSULTANTS"	""	"$8,750.00"
"04/09/2018"	"PASCHAL ROTH PUBLIC AFFAIRS"	"CAMPAIGN CONSULTANTS"	""	"$8,750.00"
"05/07/2018"	"KOENIG CONSULTING, LLC"	"CAMPAIGN CONSULTANTS"	""	"$8,750.00"
"03/09/2018"	"PASCHAL ROTH PUBLIC AFFAIRS"	"CAMPAIGN CONSULTANTS"	""	"$8,750.00"
"03/15/2018"	"BURTON AND THE BRAINS"	"CAMPAIGN CONSULTANTS"	""	"$6,000.00"
"05/02/2018"	"TRILOGY INTERACTIVE, LLC"	"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)"	""	"$5,619.30"
"03/16/2018"	"SUTTON LAW FIRM"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$5,119.79"
"03/16/2018"	"SANDERS EMERSON, CONNIE"	"FUNDRAISING EVENTS"	""	"$5,000.00"
"05/25/2018"	"SANDERS EMERSON, CONNIE"	"FUNDRAISING EVENTS"	""	"$5,000.00"
"04/30/2018"	"SANDERS EMERSON, CONNIE"	"FUNDRAISING EVENTS"	""	"$5,000.00"
"03/29/2018"	"SANDERS EMERSON, CONNIE"	"FUNDRAISING EVENTS"	""	"$5,000.00"
"05/31/2018"	"BURTON AND THE BRAINS"	"CAMPAIGN CONSULTANTS"	""	"$5,000.00"
"03/20/2018"	"TRILOGY INTERACTIVE, LLC"	"INFORMATION TECHNOLOGY COSTS (INTERNET, E-MAIL)"	""	"$4,851.25"
"05/22/2018"	"SUTTON LAW FIRM"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$4,292.83"
"03/19/2018"	"TERRIS BARNES WALTER BOIGON HEATH"	"CAMPAIGN LITERATURE AND MAILINGS"	""	"$3,943.14"
"06/12/2018"	"DEANE & COMPANY"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$3,422.75"
"05/15/2018"	"BURTON AND THE BRAINS"	"CAMPAIGN CONSULTANTS"	""	"$3,000.00"
"04/19/2018"	"SUTTON LAW FIRM"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$2,996.42"
"04/10/2018"	"DEANE & COMPANY"	"PROFESSIONAL SERVICES (LEGAL, ACCOUNTING)"	""	"$2,429.71"
